,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
62817,635,349374042,I had to change my delivery address.,j'ai du modifier mon adresse de livraison ,9,NPS,Customer Effort Score,2021-11-01T17:07:16.000Z,2021-11-01,lundi,novembre,False,desktop,Electricité,False,,Chrome 95.0.4638,Gaines et câbles électriques,French,FR,GetGoods (FR),False,1,FALSE,"5,95","31,81",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Account > Address Management > -1,,True
62951,769,349371692,Needed to be able to request that delivery was not after 4pm,Needed to be able to request that delivery was not after 4pm,6,NPS,Customer Effort Score,2021-11-01T18:29:36.000Z,2021-11-01,lundi,novembre,False,phone,"Salle de bain, WC",False,I didn't find a suitable delivery option,Chrome Mobile 95.0.4638,Meuble de salle de bain,English,GB,JT Pickfords Limited (GB),True,1,FALSE,0,"63,99",visa,Android 10,DIRECT_ACCESS,False,0,1 - 100,False,Delivery > Timeliness > 0,Detractor '- Delivery Options,True
62978,796,349374173,No delivery in Belgium,Pas de livraison en Belgique,7,NPS,Customer Effort Score,2021-11-01T18:54:18.000Z,2021-11-01,lundi,novembre,False,desktop,Luminaire,False,,Chrome 95.0.4638,Eclairage d'extérieur,French,FR,Bares (FR),True,1,FALSE,0,24,visa,Windows 10,DIRECT_ACCESS,False,0,1 - 100,False,Delivery > No Arrival > -1;Delivery > Delivery Options > -1,,True
62995,813,349377178,Shipping costs for each item please combine the shipping costs into a single operation,Frais de port pour chaque article veuillez regrouper les frais de port en une seul opération ,5,NPS,Customer Effort Score,2021-11-01T19:05:36.000Z,2021-11-01,lundi,novembre,False,phone,Jardin piscine,False,J’ai trouvé que les frais de port étaient trop chers,Samsung Internet 15.0,Outils de jardin motorisés,French,FR,Webmotoculture (FR),True,6,FALSE,"19,7","130,29",visa,Android 9,SHOPBOT,False,11 - 20,101 - 150,False,Delivery > Shipping Fees > -1,Detractor '- Delivery Fees,True
63009,827,349375431,"To validate the delivery address you have to go through ""card"". Choosing the delivery point is not enough. Some people don't have to find the trick, as far as I'm concerned, it took me a little while. Cdlt.","Pour valider l’adresse de livraison il faut passer par « carte ». Le fait de choisir le point de livraison ne suffit pas. Certaines personnes ne doivent pas trouver l’astuce, en ce qui me concerne cela m’a pris un peu de temps. Cdlt.",9,NPS,Customer Effort Score,2021-11-01T19:16:56.000Z,2021-11-01,lundi,novembre,True,phone,Outillage,False,,Mobile Safari 14.1.2,Outillage électroportatif,French,FR,Brico Mania MF (FR),False,1,FALSE,0,"159,64",mastercard,iOS 14.8,SEO-BRAND,False,0,151 - 200,False,Account > Address Management > -1,,True
63148,966,349375951,For now everything is going well for delivery...,Pour l'instant tout va bien à voir pour la livraison...,8,NPS,Customer Effort Score,2021-11-01T21:54:23.000Z,2021-11-01,lundi,novembre,True,phone,Outillage,False,,Samsung Internet 15.0,Machines d'atelier,French,FR,Maxoutil. (FR),False,1,FALSE,0,"275,98",visa,Android 11,DIRECT_ACCESS,False,0,201 - 300,False,Service > General Satisfaction > 1;Delivery > Quality > 0,,True
63199,1017,349371580,"Easy to use, fast delivery time, great chrome bravo.","Facile d’utilisation, délai de livraison rapide,nickel chrome bravo. ",10,NPS,Customer Effort Score,2021-11-02T06:29:14.000Z,2021-11-02,mardi,novembre,True,tablet,"Salle de bain, WC",False,,Chrome Mobile WebView 94.0.4606,WC et accessoire,French,FR,Wirquin. (FR),False,1,FALSE,0,"15,11",visa,Android 11,DIRECT_ACCESS,False,0,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1;Product > Quality > 1,,True
63205,1023,349376369,"Great nothing to say, just pay attention to some products on high shipping costs.","Nickel rien a dire, juste faire attention certains produits on des frais de port élevés.",10,NPS,Customer Effort Score,2021-11-02T06:57:04.000Z,2021-11-02,mardi,novembre,False,phone,Luminaire,False,,Chrome Mobile 94.0.4606,Lampe portative,French,FR,Bon Shopping (FR),False,2,FALSE,0,"34,38",visa,Android 7.1.1,SHOPBOT,False,0,1 - 100,False,Delivery > Shipping Fees > -1;Service > General Satisfaction > 1,,True
63237,1055,349371730,"The delivery costs for this package are a bit high, but it's done!","les frais de livraison pour ce colis sont un peu élevés, mais c'est fait !",10,NPS,Customer Effort Score,2021-11-02T08:05:09.000Z,2021-11-02,mardi,novembre,False,desktop,Jardin piscine,False,,Edge 94.0.992,Outils de jardin motorisés,French,FR,Pièces Pneus (FR),False,1,FALSE,"8,5","18,75",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,,True
63260,1078,349375616,Very easy to place order if everything goes like this until delivery it will be perfect.,Tres facile de passer commande si tout se passe comme cela jusqu'à la livraison ce sera parfait.,10,NPS,Customer Effort Score,2021-11-02T08:29:03.000Z,2021-11-02,mardi,novembre,False,phone,Outillage,False,,Chrome Mobile 94.0.4606,Matériel et aménagement de l'atelier,French,FR,IFD (FR),True,1,FALSE,0,"32,78",paypal,Android 9,SHOPBOT,False,0,1 - 100,False,Online Experience > Ease of Use > 1,,True
63262,1080,349376597,"Good for now, I'm waiting for delivery.","Bien pour l'instant, j'attend la livraison.",10,NPS,Customer Effort Score,2021-11-02T08:30:11.000Z,2021-11-02,mardi,novembre,False,desktop,Outillage,False,,Chrome 95.0.4638,Matériel et aménagement de l'atelier,French,FR,motodox (FR),False,3,FALSE,"11,89","68,56",visa,Windows 10,RETARGETING,False,11 - 20,1 - 100,False,Service > General Satisfaction > 1,,True
63332,1150,349373668,Satisfied because fast and free delivery,Satisfaite car livraison rapide et gratuite,10,NPS,Customer Effort Score,2021-11-02T09:49:46.000Z,2021-11-02,mardi,novembre,False,tablet,Luminaire,False,,Samsung Internet 15.0,Eclairage d'intérieur,French,FR,ETC Shop (FR),False,1,FALSE,0,"33,24",visa,Android 7.1.1,SHOPBOT,False,0,1 - 100,False,Delivery > Shipping Fees > 1;Delivery > Speed of delivery > 1,,True
63338,1156,349376737,first time I will give the vote 10 when I see the contents of the package and the delivery times;),PRIMA VOLTA DARO' IL VOTO 10 QUANDO VEDRò IL CONTENUTO DEL PACCO E I TEMPI DI CONSEGNA;),9,NPS,Customer Effort Score,2021-11-02T09:54:45.000Z,2021-11-02,mardi,novembre,False,desktop,Jardin piscine,True,,Chrome 95.0.4638,"Abri, garage et rangement extérieur",Italian,IT,Bakaji (IT),True,1,FALSE,0,"149,7",mastercard,Windows 7,SHOPBOT,False,0,101 - 150,False,Delivery > Speed of delivery > 0,,True
63348,1166,349375264,too expensive shipping costs,frais de port trop chere,7,NPS,Customer Effort Score,2021-11-02T10:02:49.000Z,2021-11-02,mardi,novembre,False,desktop,Jardin piscine,False,,Chrome 95.0.4638,Mobilier de jardin et jeux,French,FR,ID Market (FR),False,1,FALSE,"13,9","30,89",visa,Windows 10,SEO-SEARCH,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,,True
63381,1199,349374218,order to do without problem..delivery to follow,commande à faire sans problème..livraison à suivre,10,NPS,Customer Effort Score,2021-11-02T10:36:28.000Z,2021-11-02,mardi,novembre,False,desktop,Mobilier d'intérieur,False,,Chrome 95.0.4638,Meuble de bureau,French,FR,Zillon (FR),True,1,FALSE,0,"119,99",visa,Windows 10,RETARGETING,False,0,101 - 150,False,Order > Quality > 1;Delivery > Quality > 0,,True
63470,1288,349376149,"Okay, I'm waiting for delivery.",ok j'attends la livraison,10,NPS,Customer Effort Score,2021-11-02T12:10:21.000Z,2021-11-02,mardi,novembre,False,desktop,Plomberie chauffage,False,,Edge 95.0.1020,"Plomberie, tube, raccord",French,FR,Arebos (FR),False,1,FALSE,30,"149,9",paypal,Windows 10,SEM,False,20 - 50,101 - 150,False,Delivery > Speed of delivery > 0,,True
63559,1377,349374568,"m looking forward to the delivery, ordering was easy","bin schon auf die Lieferung gespannt, bestellen war einfach",10,NPS,Customer Effort Score,2021-11-02T13:47:22.000Z,2021-11-02,mardi,novembre,False,desktop,Electricité,False,,Opera 80.0.4170,"Domotique, automatismes et sécurité",German,DE,A Super Mall (DE),True,1,FALSE,0,"57,98",paypal,Windows 10,SEM,False,0,1 - 100,False,Online Experience > Ease of Use > 1,,True
63618,1436,349369542,Now let's see how the delivery goes!,ora vediamo come va la consegna!,10,NPS,Customer Effort Score,2021-11-02T14:38:35.000Z,2021-11-02,mardi,novembre,False,desktop,Mobilier d'intérieur,False,,Edge 94.0.992,Meuble d'entrée,Italian,IT,Agroverd (IT),True,1,FALSE,0,"125,99",visa,Windows 10,SEM,False,0,101 - 150,False,Delivery > Quality > 0,,True
63653,1471,349375575,Very easy Too bad the number of items multiplies the suppliers and therefore the shipping costs,"Très facile
Dommage que le nombre d’articles multiplie les fournisseurs et donc les frais d’expédition ",10,NPS,Customer Effort Score,2021-11-02T15:05:04.000Z,2021-11-02,mardi,novembre,False,phone,Outillage,False,,Mobile Safari 14.1.1,Outillage spécialisé,French,FR,GetGoods (FR),False,5,FALSE,"18,35","222,1",visa,iOS 14.6,DIRECT_ACCESS,False,11 - 20,201 - 300,False,Company / Brand > Suppliers > -1;Delivery > Shipping Fees > -1;Online Experience > Ease of Use > 1,,True
63670,1488,349376344,See you soon after delivery,A bientôt après la livraison ,10,NPS,Customer Effort Score,2021-11-02T15:22:02.000Z,2021-11-02,mardi,novembre,False,phone,Jardin piscine,False,,Chrome Mobile 94.0.4606,Outils de jardin motorisés,French,FR,Espace-B (FR),False,1,FALSE,0,"119,9",visa,Android 11,SHOPBOT,False,0,101 - 150,False,Company / Brand > Intent to Reuse > 1,,True
63677,1495,349373941,No relay delivery?,"pas de livraison en relais ?
",9,NPS,Customer Effort Score,2021-11-02T15:27:30.000Z,2021-11-02,mardi,novembre,False,desktop,Outillage,False,,Chrome 94.0.4606,Matériel et aménagement de l'atelier,French,FR,LSDLP (FR),False,1,FALSE,"6,9","19,76",visa,Windows 8.1,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Drop-off point > -1;Delivery > Delivery Options > -1,,True
63685,1503,349375774,pending delivery,en attente de livraison,9,NPS,Customer Effort Score,2021-11-02T15:39:09.000Z,2021-11-02,mardi,novembre,False,desktop,Outillage,False,,Chrome 95.0.4638,Outillage à main,French,FR,GetGoods (FR),False,1,FALSE,"5,95","27,12",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > No Arrival > -1,,True
63693,1511,349371145,I had ordered 3 cubic wall shelves and a plaid for a value of 87€ but on the plaid I had 10€ shipping costs (half price of the product). I know the sellers are different but it's a shame that not all your products are understood together for delivery. It's a less sold item for you! Too bad.,J'avais commandé 3 étagères murales cubes et un plaid pour une valeur de 87€ mais sur le plaid j'ai eu 10€ de frais de port (moitié prix du produit). Je sais que les vendeurs sont différents mais c'est dommage que tous vos produits ne soient pas compris ensemble pour la livraison. C'est un article en moins vendu pour vous! Dommage,8,NPS,Customer Effort Score,2021-11-02T15:46:08.000Z,2021-11-02,mardi,novembre,False,desktop,Mobilier d'intérieur,False,,Chrome 94.0.4606,Meuble de salon,French,FR,vidaXL (FR),False,1,FALSE,0,"65,97",mastercard,Windows 10,AFFILIATION,False,0,1 - 100,False,Company / Brand > Suppliers > -1;Delivery > Shipping Fees > -1,,True
63701,1519,349369956,I'm waiting for delivery to judge you.,J'attends la livraison pour vous juger.,8,NPS,Customer Effort Score,2021-11-02T15:50:43.000Z,2021-11-02,mardi,novembre,False,phone,Luminaire,False,,Chrome Mobile 95.0.4638,Eclairage d'extérieur,French,FR,Europalamp (FR),False,1,FALSE,"5,99","60,99",mastercard,Android 10,EMAIL,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 0,,True
63716,1534,349374345,"Wide choice, excellent quality and fast delivery","Ampia scelta, ottima qualità e consegna veloce",10,NPS,Customer Effort Score,2021-11-02T15:54:59.000Z,2021-11-02,mardi,novembre,False,desktop,Mobilier d'intérieur,False,,Edge 95.0.1020,Meuble d'entrée,Italian,IT,Songmics (IT),False,1,FALSE,0,"79,99",mastercard,Windows 10,SEM,False,0,1 - 100,False,Delivery > Speed of delivery > 1;Product > Quality > 1;Product > Range > 1,,True
63735,1553,349371361,Hello I find that the price of delivery is excessive damage!,"bonjour

je trouve que le prix de la livraison est excessive dommage!",7,NPS,Customer Effort Score,2021-11-02T16:13:12.000Z,2021-11-02,mardi,novembre,False,desktop,Mobilier d'intérieur,False,,Firefox 94.0,Meuble de salon,French,FR,ID Market (FR),False,1,FALSE,"15,8","48,79",paypal,Windows 10,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,,True
63794,1612,349375615,A little expensive shipping,Spedizione un po' cara,9,NPS,Customer Effort Score,2021-11-02T16:55:54.000Z,2021-11-02,mardi,novembre,False,desktop,Luminaire,False,,Chrome 95.0.4638,Ampoule,Italian,IT,Elettro New (IT),True,1,FALSE,"4,99","7,15",paypal,Windows 8.1,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1,,True
63977,1795,349375857,I chose to make my purchase from you as you charged the same price as Amazon and do not charge delivery unlike Amazon.,I chose to make my purchase from you as you charged the same price as Amazon and do not charge delivery unlike Amazon.,10,NPS,Customer Effort Score,2021-11-02T19:08:23.000Z,2021-11-02,mardi,novembre,False,desktop,Outillage,False,,Chrome 94.0.4606,Outillage à main,English,GB,sabrecut (GB),True,1,FALSE,0,"8,99",visa,Chrome OS 14150.64.0,SHOPBOT,False,0,1 - 100,False,Company / Brand > Competitor > 1;Delivery > Shipping Fees > 1;Product > Value for Money > 1,,True
64100,1918,349376967,I just did. Quick and quick. Let's hope it's the same x delivery,"L'ho appena fatto.  Rapido e veloce.
Speriamo sia lo stesso x la consegna",9,NPS,Customer Effort Score,2021-11-02T21:09:21.000Z,2021-11-02,mardi,novembre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 93.0.4577,Meuble de salle à manger ,Italian,IT,BES Elettronica (IT),True,1,FALSE,4,"20,58",visa,Android 8.1.0,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1,,True
64496,2314,349377776,before delivery call 626681660,antes de la entrega llamar por telefono 626681660,10,NPS,Customer Effort Score,2021-11-03T12:02:04.000Z,2021-11-03,mercredi,novembre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,Barbecue et plancha,Spanish,ES,briyours (ES),True,2,FALSE,"4,5","64,75",visa,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Notifications > 1,,True
64613,2431,349369701,problems with shipping and billing addresses,problemi con gli indirizzi di spedizione e fatturazione,5,NPS,Customer Effort Score,2021-11-03T14:06:15.000Z,2021-11-03,mercredi,novembre,False,desktop,Luminaire,True,Non ho trovato informazioni che cercavo sulla consegna.,Chrome 95.0.4638,Eclairage d'intérieur,Italian,IT,Zencocco (IT),True,1,FALSE,6,"31,8",mastercard,Windows 7,SHOPBOT,False,6 - 10,1 - 100,False,Account > Address Management > -1;Delivery > Shipping Fees > -1;Delivery > Quality > -1,Detractor '- Delivery Options,True
64831,2649,349374264,There are low price products and very high shipping costs.,HAY PRODUCTOS DE PRECIOS BAJOS Y GASTOS DE ENVIO MUY ALTOS.,7,NPS,Customer Effort Score,2021-11-03T17:30:25.000Z,2021-11-03,mercredi,novembre,False,desktop,Electricité,False,,Chrome 95.0.4638,"Domotique, automatismes et sécurité",Spanish,ES,KEROPPA (ES),True,1,FALSE,0,"11,16",paypal,Windows 10,SHOPBOT,False,0,1 - 100,False,Delivery > Shipping Fees > -1;Product > Value for Money > 1,,True
64839,2657,349375390,Exaggerate delivery costs too expensive,Spese consegna esagerate troppo care,8,NPS,Customer Effort Score,2021-11-03T17:33:10.000Z,2021-11-03,mercredi,novembre,False,phone,Jardin piscine,False,,Chrome Mobile 94.0.4606,Bassin et décoration de jardin,Italian,IT,Arturo Shop (IT),False,1,FALSE,"6,9","19,9",mastercard,Android 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,,True
64977,2795,349371658,Lower shipping costs though,Abbassate le spese di spedizione però ,10,NPS,Customer Effort Score,2021-11-03T19:47:29.000Z,2021-11-03,mercredi,novembre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 94.0.4606,Décoration,Italian,IT,Scaramuzza Modo (IT),False,1,FALSE,"8,9","68,8",paypal,Android 11,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,,True
65086,2904,349375825,The shipping costs have seemed too high to me.,Los gastos de envío me han parecido demasiado elevados,5,NPS,Customer Effort Score,2021-11-03T21:39:34.000Z,2021-11-03,mercredi,novembre,False,desktop,"Salle de bain, WC",False,Ha sido difícil encontrar los productos que estaba buscando,Chrome 95.0.4638,Meuble de salle de bain,Spanish,ES,Songmics (ES),True,3,FALSE,"5,5","149,89",mastercard,Windows 10,SEM,False,1 - 5,101 - 150,False,Delivery > Shipping Fees > -1,Detractor '- Finding Products,True
65099,2917,349371264,I didn't find the shipping addresses section other than billing,non ho trovato la sezione indirizzi di spedizione diverso da quello di fatturazione,9,NPS,Customer Effort Score,2021-11-03T22:04:47.000Z,2021-11-03,mercredi,novembre,False,desktop,Outillage,False,,Chrome 95.0.4638,...,Italian,IT,Milani Home (IT),True,1,FALSE,0,109,visa,Windows 10,SHOPBOT,False,0,101 - 150,False,Account > Address Management > -1,,True
65115,2933,349369806,I'd like the delivery time to be shorter.,Me gustaría que el plazo de entrega fuera más corto,10,NPS,Customer Effort Score,2021-11-03T23:14:14.000Z,2021-11-03,mercredi,novembre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 95.0.4638,Literie,Spanish,ES,Phenomeion (ES),False,1,FALSE,0,"86,99",visa,Android 11,SEM,False,0,1 - 100,False,Delivery > Timeliness > 0,,True
65256,3074,349376393,I think it has been easy and comfortable. and shipping costs are reasonable. more economical than on the page of verdecora. very happy. thank you,CREO QUE HA SIDO FACIL Y COMODO. Y GASTOS DE ENVIO SON RAZONABLES. MAS ECONOMICOS QUE EN LA PAGINA DE VERDECORA. MUY CONTENTA. GRACIAS,9,NPS,Customer Effort Score,2021-11-04T09:11:28.000Z,2021-11-04,jeudi,novembre,False,desktop,Jardin piscine,False,,Chrome 95.0.4638,Plante et soin des végétaux,Spanish,ES,Verdecora (ES),False,1,FALSE,"4,99","19,27",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > 1;Service > General Satisfaction > 1;Online Experience > Ease of Use > 1;Product > Value for Money > 1,,True
65281,3099,349369671,"excellent, limit related to some really high shipping costs","ottimo, limite relato però ad alcune spese di spedizione realmente elevate",10,NPS,Customer Effort Score,2021-11-04T09:24:35.000Z,2021-11-04,jeudi,novembre,False,desktop,Mobilier d'intérieur,False,,Chrome 95.0.4638,Meuble de bureau,Italian,IT,vidaXL (IT),False,1,FALSE,0,"174,99",paypal,Windows 10,SEO-SEARCH,False,0,151 - 200,False,Delivery > Shipping Fees > -1;Service > General Satisfaction > 1,,True
65465,3283,349373937,"top web, let's now see the quality of shipping service, customers and goods","TOP WEB , VEDIAMO ORA LA QUALITA' DEL SERVIZIO SPEDIZIONE , CLIENTI E DELLA MERCE",10,NPS,Customer Effort Score,2021-11-04T12:44:43.000Z,2021-11-04,jeudi,novembre,False,desktop,Mobilier d'intérieur,True,,Chrome 95.0.4638,Meuble de chambre,Italian,IT,Pidema (IT),True,1,FALSE,0,"220,09",mastercard,Windows 10,SHOPBOT,False,0,201 - 300,False,Online Experience > Quality > 1;Product > Quality > 1;Support > Quality > 1,,True
65467,3285,349370776,"What should I write. Items searched, found and ordered. I'm happy. If the article is as described and the delivery works well, I am more than happy.","Was soll ich schreiben.
Artikel gesucht, gefunden und bestellt.
Ich bin zufrieden.
Wenn der Artikel so wie beschrieben ist und die Lieferung gut klappt, bin ich mehr als glücklich.",10,NPS,Customer Effort Score,2021-11-04T12:48:50.000Z,2021-11-04,jeudi,novembre,False,desktop,Cuisine,False,,Firefox 94.0,Evier et robinet,German,DE,Bearsu DE (DE),True,1,FALSE,0,"22,67",paypal,Windows 10,SHOPBOT,False,0,1 - 100,False,Service > General Satisfaction > 1;Online Experience > Search & Filters > 1;Product > Expectation > 1;Delivery > Quality > 0,,True
65742,3560,349370583,He didn't let me change the shipping address.,non mi ha fatto cambiare l'indirizzo di spedizione,10,NPS,Customer Effort Score,2021-11-04T16:56:26.000Z,2021-11-04,jeudi,novembre,False,desktop,Luminaire,False,,Chrome 95.0.4638,Eclairage d'intérieur,Italian,IT,Trade Shop (IT),False,1,FALSE,"6,5",13,mastercard,Windows 10,SEM,False,6 - 10,1 - 100,False,Account > Address Management > -1,,True
65755,3573,349376031,First time I wait for delivery to judge,Prima volta aspetto consegna per giudicare,9,NPS,Customer Effort Score,2021-11-04T17:07:08.000Z,2021-11-04,jeudi,novembre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 95.0.4638,Meuble de chambre,Italian,IT,Crido  (IT),True,1,FALSE,0,"139,99",mastercard,Android 10,DIRECT_ACCESS,False,0,101 - 150,False,Delivery > Speed of delivery > 0;Delivery > Quality > 0,,True
65789,3607,349370499,The shipping costs have seemed too high to me.,Los gastos de envío me han parecido demasiado elevados,6,NPS,Customer Effort Score,2021-11-04T17:29:52.000Z,2021-11-04,jeudi,novembre,False,desktop,Outillage,True,Necesitaba más información sobre los productos,Chrome 95.0.4638,Equipement de protection EPI,Spanish,ES,KEROPPA (ES),True,3,FALSE,0,"124,04",mastercard,Windows 10,EMAIL,False,0,101 - 150,False,Delivery > Shipping Fees > -1,Detractor '- Product Info,True
65898,3716,349371159,Wait for delivery,Wait for delivery,10,NPS,Customer Effort Score,2021-11-04T18:35:48.000Z,2021-11-04,jeudi,novembre,False,phone,Mobilier d'intérieur,False,,Mobile Safari 14.1.2,Meuble de salon,English,GB,vidaXL (GB),True,1,FALSE,0,"138,99",mastercard,iOS 14.8,SHOPBOT,False,0,101 - 150,False,Delivery > Speed of delivery > 0,,True
66199,4017,349377398,Ordered a few times. Good prices compared. Free delivery. Easy to order. All good,Ordered a few times. Good prices compared. Free delivery. Easy to order. All good,10,NPS,Customer Effort Score,2021-11-05T08:49:42.000Z,2021-11-05,vendredi,novembre,False,desktop,Outillage,False,,Firefox 94.0,Matériel et aménagement de l'atelier,English,GB,UK Planet Tools (GB),False,1,FALSE,0,"21,5",mastercard,Windows 10,SEO-SEARCH,False,0,1 - 100,False,Delivery > Shipping Fees > 1;Service > General Satisfaction > 1;Online Experience > Ease of Use > 1;Product > Value for Money > 1,,True
66557,4375,349373519,I found that the shipping costs were too expensive.,"Ich fand, dass die Versandkosten zu teuer waren.",5,NPS,Customer Effort Score,2021-11-05T14:51:16.000Z,2021-11-05,vendredi,novembre,False,phone,Animalerie,False,Mir haben Informationen über die Produkte gefehlt.,Mobile Safari 14.1.2,Oiseau,German,DE,Pflanzen-Kölle (DE),True,1,FALSE,"5,99","40,98",visa,iOS 14.7.1,SEO-SEARCH,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1,Detractor '- Product Info,True
66809,4627,349370269,"Order easily, if the delivery is still on time...","Bestellung einfach, wenn jetzt noch die Lieferung pünktlich kommt...",9,NPS,Customer Effort Score,2021-11-05T18:10:49.000Z,2021-11-05,vendredi,novembre,False,desktop,Outillage,False,,Safari 14.1.2,Outillage électroportatif,German,DE,Reidl GmbH & Co. KG (DE),True,1,FALSE,0,"113,21",mastercard,Mac OS X 10.14.6,DIRECT_ACCESS,False,0,101 - 150,False,Delivery > Timeliness > 0;Online Experience > Ease of Use > 1,,True
67715,5533,349370336,Quick transaction...to see how the transport and delivery turns out,Transacción rápida...a ver cómo resulta el transporte y entrega,10,NPS,Customer Effort Score,2021-11-06T17:35:42.000Z,2021-11-06,samedi,novembre,False,desktop,Mobilier d'intérieur,False,,Firefox 94.0,Meuble de salon,Spanish,ES,M Moblit 2050 (ES),False,1,FALSE,0,64,visa,Windows 8.1,SHOPBOT,False,0,1 - 100,False,Delivery > Quality > 0;Payments > Success of payment > 1,,True
67968,5786,355259250,I thought shipping costs were too expensive.,J’ai trouvé que les frais de port étaient trop chers,2,NPS,Customer Effort Score,2021-11-07T07:39:49.000Z,2021-11-07,dimanche,novembre,False,phone,Luminaire,False,J’ai eu des difficultés à m'inscrire ou à me connecter,Chrome Mobile 95.0.4638,Eclairage d'extérieur,French,FR,Le club led (FR),True,1,FALSE,3,"35,7",visa,Android 9,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1,Detractor '- Signup/Login,True
68025,5843,355266654,shipping costs to almost 5 euros for 2 unfortunate jute bags: It's really too expensive!,frais de port à presque 5 euros  pour 2 malheureux sacs en jute : vraiment trop cher ! ,8,NPS,Customer Effort Score,2021-11-07T08:48:34.000Z,2021-11-07,dimanche,novembre,False,desktop,Mobilier d'intérieur,False,,Chrome 95.0.4638,Décoration,French,FR,Outillage de Saint Etienne (FR),True,1,FALSE,"4,99","12,57",paypal,Windows 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1,,True
68034,5852,355268934,"It's the first time, let's see how the delivery goes.","È la prima volta, vediamo come va la consegna ",9,NPS,Customer Effort Score,2021-11-07T08:55:02.000Z,2021-11-07,dimanche,novembre,False,phone,Jardin piscine,False,,Chrome Mobile 95.0.4638,Plante et soin des végétaux,Italian,IT,Piante Web (IT),True,2,FALSE,"24,3","69,3",mastercard,Android 11,SHOPBOT,False,20 - 50,1 - 100,False,Delivery > Speed of delivery > 0;Delivery > Quality > 0,,True
68054,5872,355258338,Along the time of delivery but nice furniture,Lungo il tempo di consegna ma bei mobili,10,NPS,Customer Effort Score,2021-11-07T09:20:47.000Z,2021-11-07,dimanche,novembre,False,phone,Mobilier d'intérieur,False,,Samsung Internet 15.0,Meuble de bureau,Italian,IT,SoBuy (IT),True,1,FALSE,"9,95","59,9",paypal,Android 11,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Delivery > Timeliness > 1;Product > Quality > 1,,True
68197,6015,355268550,Could not validate delivery by relay point,Impossible de valider la livraison par un point relais ,7,NPS,Customer Effort Score,2021-11-07T11:22:06.000Z,2021-11-07,dimanche,novembre,False,phone,Electricité,False,,Google 178.0.397166631,Alimentation,French,FR,Power Manutention (FR),False,1,FALSE,"9,9","78,7",visa,iOS 14.7,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Drop-off point > -1;Delivery > Delivery Options > -1,,True
68269,6087,355266272,"Hello, delivery mode is not suitable for me. The ideal is to work with the post office. It's the most ecological. I don't need the package delivered to me in front of the door. Otherwise, nothing to say, thank you, Jonas.","Bonjour,
Le mode de livraison ne me convient pas. L'idéal est de fonctionner avec la poste. C'est le plus écologique. Je n'ai pas besoin qu'on me livre le colis devant la porte.
Sinon, rien à dire, merci,
Jonas",7,NPS,Customer Effort Score,2021-11-07T12:41:09.000Z,2021-11-07,dimanche,novembre,False,desktop,Animalerie,False,,Firefox 94.0,Animaux de la ferme,French,FR,La boutique de l'éleveur (FR),True,1,FALSE,"10,8",48,mastercard,Windows 10,SEO-SEARCH,False,6 - 10,1 - 100,False,Delivery > Courier Service > 0;Delivery > Drop-off point > 0;Delivery > Quality > -1;Delivery > Delivery Options > 0,,True
