,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
83861,21679,362418164,Quickly passed command,Commande rapidement passée ,9,NPS,Customer Effort Score,2021-11-22T10:48:51.000Z,2021-11-22,lundi,novembre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 96.0.4664,Meuble enfant,French,FR,SoBuy (FR),True,1,FALSE,"9,99","49,94",visa,Android 10,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
83866,21684,362427312,I don't think it's worth your while.,da como no valido vuestro iban,0,NPS,Customer Effort Score,2021-11-22T10:49:56.000Z,2021-11-22,lundi,novembre,False,desktop,Electricité,True,Mi método de pago no ha funcionado correctamente,Chrome 95.0.4638,Alimentation,Spanish,ES,Produktos (ES),True,1,FALSE,"7,06","95,96",transfer,Windows 7,,False,6 - 10,1 - 100,False,Service > General Satisfaction > -1,Detractor '- Difficulty Paying,False
83880,21698,362429731,"I wasn't planning on finding this product, it was a surprise.","No pensaba encontrar este producto, ha sido una sorpresa.",10,NPS,Customer Effort Score,2021-11-22T10:55:05.000Z,2021-11-22,lundi,novembre,False,desktop,Quincaillerie,False,,Chrome 95.0.4638,Sécurité et serrurerie,Spanish,ES,Ferretería Sunday (ES),True,1,FALSE,"4,98","17,48",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Product > Expectation > 1,,False
83888,21706,362429899,I am very happy to site thank you,Je suis très contente de se site merci,10,NPS,Customer Effort Score,2021-11-22T10:58:48.000Z,2021-11-22,lundi,novembre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 96.0.4664,Décoration,French,FR,Cdaffaires (FR),False,1,FALSE,"2,5","15,17",paypal,Android 11,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Quality > 1,,False
83892,21710,362418780,first time very practical and fast,PRIMA VOLTA MOLTO PRATICO E VELOCE,8,NPS,Customer Effort Score,2021-11-22T11:00:13.000Z,2021-11-22,lundi,novembre,False,desktop,Luminaire,True,,Chrome 96.0.4664,Eclairage d'extérieur,Italian,IT,Elettro New (IT),True,1,FALSE,"6,99","120,11",transfer,Windows 10,,False,6 - 10,101 - 150,False,Delivery > Speed of delivery > 1;Service > Convenience > 1,,False
83913,21731,362420072,For now great everything went very well I wait for my order and first time I order at you I didn't know you are the only ones to have supplied me the product I was looking for thanks to you,Pour l’instant super tout s’est très très bien passé j’attends ma commande et première fois que je commande chez vous je connaissais pas vous êtes les seuls à m’avoir fourni le produit que je cherchais merci à vous,10,NPS,Customer Effort Score,2021-11-22T11:21:33.000Z,2021-11-22,lundi,novembre,False,tablet,Quincaillerie,False,,Mobile Safari 12.1.2,Sécurité et serrurerie,French,FR,NOVAP (FR),True,1,FALSE,"6,9","25,26",visa,iOS 12.5.5,SHOPBOT,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,False
83931,21749,362423388,"Perfect, fast article found","Parfait,  article vite trouvé ",10,NPS,Customer Effort Score,2021-11-22T11:43:20.000Z,2021-11-22,lundi,novembre,False,tablet,Jardin piscine,False,,Chrome 96.0.4664,Outils de jardin motorisés,French,FR,ADEPEM (FR),False,1,FALSE,"5,6","27,5",paypal,Android 8.1.0,SEM,False,1 - 5,1 - 100,False,Online Experience > Search & Filters > 1;Product > Stock / Availability > 1,,False
83946,21764,362427963,"Easy to use, not encountered any difficulty. Don't change anything.","Facile d'utilisation, pas rencontré de difficulté. Ne changez rien.",10,NPS,Customer Effort Score,2021-11-22T11:55:36.000Z,2021-11-22,lundi,novembre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 96.0.4664,Meuble de salle à manger ,French,FR,YA Distribution (FR),False,5,FALSE,"12,5","282,44",mastercard,Android 7.0,SHOPBOT,False,11 - 20,201 - 300,False,Service > General Satisfaction > 1;Online Experience > Ease of Use > 1,,False
83950,21768,362430278,Quick and easy purchase,Schneller und einfacher Kauf,10,NPS,Customer Effort Score,2021-11-22T11:59:26.000Z,2021-11-22,lundi,novembre,False,desktop,Plomberie chauffage,False,,Chrome 96.0.4664,Chauffage et climatisation,German,DE,relaxdays (DE),True,2,FALSE,"3,9","68,76",paypal,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1,,False
83974,21792,362425814,"choose, put in the cart, pay fast and secure","scegli, metti nel carrello, paghi veloce e sicuro",10,NPS,Customer Effort Score,2021-11-22T12:16:55.000Z,2021-11-22,lundi,novembre,False,desktop,Outillage,True,,Chrome 96.0.4664,Accessoire et consommables pour outillage électroportatif,Italian,IT,J69 Store (IT),False,1,FALSE,"5,5","15,49",paypal,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Product > Range > 1;Payments > Payment Security > 1,,False
83980,21798,362426257,Very easy-to-use application Quick for payment in 3 times,"Application très facile d’utilisation 
Rapide pour le paiement en 3 fois",10,NPS,Customer Effort Score,2021-11-22T12:22:11.000Z,2021-11-22,lundi,novembre,False,phone,"Salle de bain, WC",False,,Chrome Mobile iOS 95.0.4638,Douche ,French,FR,Ceramic Store (FR),False,3,FALSE,"14,99","154,43",oney3x,iOS 14.8,SHOPBOT,False,11 - 20,151 - 200,False,Online Experience > Ease of Use > 1;Payments > Success of payment > 1,,False
83993,21811,362429661,Very intuitive site and assortment of really vast items,Sito molto intuitivo e assortimento articoli davvero vasto,10,NPS,Customer Effort Score,2021-11-22T12:32:45.000Z,2021-11-22,lundi,novembre,False,desktop,Mobilier d'intérieur,False,,Chrome 96.0.4664,Décoration,Italian,IT,Peraga (IT),False,1,FALSE,"6,5","26,45",paypal,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Quality > 1;Product > Range > 1,,False
84016,21834,362425184,the inclusion of the discount code is not super intuitive but it's all right,l'inserimento del codice sconto non è super intuitivo ma è tutto ok,9,NPS,Customer Effort Score,2021-11-22T12:56:26.000Z,2021-11-22,lundi,novembre,False,desktop,Outillage,True,,Chrome 96.0.4664,Outillage électroportatif,Italian,IT,Ghebagas (IT),False,1,FALSE,6,215,transfer,Windows 10,,False,6 - 10,201 - 300,False,Service > General Satisfaction > 1;Order > Promotional Code > -1,,False
84021,21839,362425325,I had to re-enter so I could make the payment.,He tenido que re entrar para poder hacer el pago.,6,NPS,Customer Effort Score,2021-11-22T13:02:52.000Z,2021-11-22,lundi,novembre,False,phone,Outillage,False,He tenido un problema para conectarme a mi cuenta o para registrarme,Chrome Mobile 96.0.4664,...,Spanish,ES,Masferreteria (ES),False,1,FALSE,"4,95","23,78",paypal,Android 7.0,SHOPBOT,False,1 - 5,1 - 100,False,Payments > Success of payment > -1,Detractor '- Signup/Login,False
84040,21858,362426297,Found dimmable specific bulbs,Trouvé ampoules spécifiques dimmables,10,NPS,Customer Effort Score,2021-11-22T13:13:00.000Z,2021-11-22,lundi,novembre,False,desktop,Luminaire,False,,Safari 14.1.2,Ampoule,French,FR,Ledkia (FR),False,1,FALSE,"8,7","24,66",paypal,Mac OS X 10.15.6,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Product > Quality > 1;Product > Stock / Availability > 1;Product > Other > 1,,False
84043,21861,362429069,PRO line should reserve more stimulating discounts for professionals!!!,la linea PRO dovrebbe riservare delle scontistiche più stimolanti per i professionisti !!!,10,NPS,Customer Effort Score,2021-11-22T13:13:51.000Z,2021-11-22,lundi,novembre,False,desktop,Luminaire,True,,Chrome 96.0.4664,Équipement lampe,Italian,IT,King Led (IT),False,1,FALSE,"4,9","64,9",paypal,Windows 10,SEO-BRAND,False,1 - 5,1 - 100,False,Service > Promotions / Discounts > -1,,False
84045,21863,362418342,It has been blocked when performing the pafo,Se ha bloqueado al realizar el pafo,8,NPS,Customer Effort Score,2021-11-22T13:15:17.000Z,2021-11-22,lundi,novembre,False,phone,Mobilier d'intérieur,False,,Samsung Internet 9.2,Meuble d'entrée,Spanish,ES,SoBuy (ES),True,1,FALSE,"10,99","90,94",mastercard,Android 10,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Other > -1,,False
84048,21866,362417272,I enjoyed not having to open an account since I rarely order thank you website clear and easy,"j ai apprécie a ne pas devoir ouvrir de compte vu que je commande rarement
merci
site clair et facile",10,NPS,Customer Effort Score,2021-11-22T13:17:13.000Z,2021-11-22,lundi,novembre,False,desktop,Quincaillerie,False,,Firefox 94.0,Quincaillerie de porte et de fenêtre,French,FR,Ouvre&Deco (FR),True,1,FALSE,6,"31,72",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Account > Account Management > 1;Online Experience > Ease of Use > 1,,False
84066,21884,362418088,I've been assisted and advised by a commercial called Jose. Very kind and efficient.,He sido atendido y asesorado por un comercial llamado Jose. Muy amable y eficiente.,10,NPS,Customer Effort Score,2021-11-22T13:26:22.000Z,2021-11-22,lundi,novembre,False,phone,Mobilier d'intérieur,False,,Mobile Safari 14.1.2,Meuble de salon,Spanish,ES,BH Design (ES),True,1,FALSE,2,"245,07",visa,iOS 14.7.1,SHOPBOT,False,1 - 5,201 - 300,False,Support > Attitude of staff > 1,,False
84069,21887,362420238,Orders and fast delivery,Ordini e consegna veloci,10,NPS,Customer Effort Score,2021-11-22T13:29:44.000Z,2021-11-22,lundi,novembre,False,phone,Luminaire,False,,Chrome Mobile 96.0.4664,Eclairage d'extérieur,Italian,IT,ShoppingInRete24 (IT),False,1,FALSE,"5,9","20,89",visa,Android 10,SEO-BRAND,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1,,True
84095,21913,362430512,see now the delivery time.,voir maintenant le délai de livraison.,10,NPS,Customer Effort Score,2021-11-22T13:49:35.000Z,2021-11-22,lundi,novembre,False,desktop,Outillage,False,,Chrome 96.0.4664,Matériel et aménagement de l'atelier,French,FR,BCIE (FR),False,2,FALSE,11,"93,85",paypal,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Delivery > Timeliness > 0,,True
84103,21921,362427044,wide choice of product for all budgets,LARGE CHOIX DE PRODUIT POUR TOUS LES BUDGETS,10,NPS,Customer Effort Score,2021-11-22T13:53:10.000Z,2021-11-22,lundi,novembre,False,desktop,Jardin piscine,False,,Firefox 94.0,Outils de jardin motorisés,French,FR,MPS (FR),True,1,FALSE,"14,9","202,4",mastercard,Windows 10,AFFILIATION,False,11 - 20,201 - 300,False,Product > Value for Money > 1;Product > Range > 1,,False
84104,21922,362425962,x be the first purchase well,x essere il primo acquisto bene,9,NPS,Customer Effort Score,2021-11-22T13:55:45.000Z,2021-11-22,lundi,novembre,False,desktop,Plomberie chauffage,False,,Chrome 96.0.4664,Gaz,Italian,IT,Edi Shop (IT),False,1,FALSE,"5,9","20,39",paypal,Windows 10,SEO-SEARCH,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
84121,21939,362428047,I ran out of product information.,J’ai manqué d’informations sur les produits,4,NPS,Customer Effort Score,2021-11-22T14:07:06.000Z,2021-11-22,lundi,novembre,False,tablet,Mobilier d'intérieur,False,Je n’ai pas trouvé facilement les produits que je cherchais,Chrome 96.0.4664,Décoration,French,FR,ID Market (FR),True,1,FALSE,"12,5","32,49",visa,Android 8.1.0,AFFILIATION,False,11 - 20,1 - 100,False,Product > Instructions Detail > -1,Detractor '- Finding Products,False
84134,21952,362417847,Very easy I'm an abitue,Très facile  je suis un abitue,10,NPS,Customer Effort Score,2021-11-22T14:13:21.000Z,2021-11-22,lundi,novembre,False,tablet,Mobilier d'intérieur,False,,Chrome 96.0.4664,Meuble d'entrée,French,FR,SoBuy (FR),False,1,FALSE,"9,99","94,94",mastercard,Android 10,SEM,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
84165,21983,362418882,Satisfied with this site. Thank you,Satisfaite de ce site. Merci,10,NPS,Customer Effort Score,2021-11-22T14:33:08.000Z,2021-11-22,lundi,novembre,False,desktop,Luminaire,False,,Firefox 94.0,Eclairage d'intérieur,French,FR,Toilinux (FR),True,1,FALSE,"5,99","92,01",oney3x,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Quality > 1,,False
84191,22009,362429825,Go from shopping basket to payment,Passer du panier au paiement,8,NPS,Customer Effort Score,2021-11-22T14:54:58.000Z,2021-11-22,lundi,novembre,False,desktop,Jardin piscine,False,,Safari 15.0,Outils de jardin motorisés,French,FR,Webmotoculture (FR),False,1,FALSE,"5,9","15,88",visa,Mac OS X 10.15.6,SHOPBOT,False,1 - 5,1 - 100,False,Payments > Success of payment > 1,,False
84197,22015,362420014,very easy to use site,site très facile d'utilisation ,10,NPS,Customer Effort Score,2021-11-22T14:57:57.000Z,2021-11-22,lundi,novembre,False,desktop,Mobilier d'intérieur,True,,Chrome 96.0.4664,Meuble de salle à manger ,French,FR,ID Market (FR),True,1,FALSE,"23,9","183,89",visa,Windows 7,SEO-SEARCH,False,20 - 50,151 - 200,False,Online Experience > Ease of Use > 1,,False
84237,22055,362429819,Everything was simple,Alles war einfach,10,NPS,Customer Effort Score,2021-11-22T15:23:52.000Z,2021-11-22,lundi,novembre,False,phone,Construction matériaux,False,,Chrome Mobile 96.0.4664,"Toiture, gouttière et bardage",German,DE,Sanundo (DE),True,1,FALSE,"4,95","27,85",paypal,Android 11,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1,,False
84245,22063,362429615,"It's simple. We are in 2022 now, in the shop you can never find what you need. Online on ManoMano is all simpler","Tutto semplice. Siamo nel 2022 ormai, in negozio non si trova mai quello che serve. On line su manomano è tutto più semplice😁👍🏻",10,NPS,Customer Effort Score,2021-11-22T15:31:18.000Z,2021-11-22,lundi,novembre,False,phone,Construction matériaux,False,,Chrome Mobile 95.0.4638,"Toiture, gouttière et bardage",Italian,IT,Dielleshopping (IT),False,1,FALSE,"5,99","11,69",paypal,Android 10,SEO-BRAND,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Product > Stock / Availability > 1,,False
84246,22064,362422683,from several orders always as fast and simple to place perfect order,"depuis plusieurs commandes 
toujours aussi rapide et simple pour passer commande 
parfait",10,NPS,Customer Effort Score,2021-11-22T15:31:24.000Z,2021-11-22,lundi,novembre,False,desktop,"Salle de bain, WC",True,,Safari 15.0,Lavabos et vasque ,French,FR,Planetebain (FR),False,1,FALSE,15,164,mastercard,Mac OS X 10.15.7,SHOPBOT,False,11 - 20,151 - 200,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
84251,22069,362430240,I thought shipping costs were too expensive.,J’ai trouvé que les frais de port étaient trop chers,1,NPS,Customer Effort Score,2021-11-22T15:36:04.000Z,2021-11-22,lundi,novembre,False,desktop,Jardin piscine,False,J’ai eu des difficultés à m'inscrire ou à me connecter,Safari 15.1,"Abri, garage et rangement extérieur",French,FR,GT GROUP (FR),True,3,FALSE,"9,9","87,19",paypal,Mac OS X 10.15.7,SEM,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,Detractor '- Signup/Login,True
84285,22103,362427083,I'm not good!,Je ne suis pas doué!,7,NPS,Customer Effort Score,2021-11-22T15:59:08.000Z,2021-11-22,lundi,novembre,False,tablet,Jardin piscine,False,,Chrome 96.0.4664,Outils de jardin motorisés,French,FR,EMC Motoculture (FR),False,1,FALSE,"8,9","26,06",mastercard,Android 6.0.1,SHOPBOT,False,6 - 10,1 - 100,False,Service > General Satisfaction > -1,,False
84310,22128,362429881,Everything is clear and smooth! except the change of address for delivery or billing...,Tout est clair et fluide ! sauf le changement d'adresse pour la livraison ou la facturation...,8,NPS,Customer Effort Score,2021-11-22T16:13:09.000Z,2021-11-22,lundi,novembre,False,desktop,Outillage,False,,Firefox 94.0,Matériel et aménagement de l'atelier,French,FR,Maxoutil (FR),False,1,FALSE,"5,9","41,89",paypal,Windows 10,SEO-SEARCH,False,1 - 5,1 - 100,False,Account > Address Management > -1;Online Experience > Ease of Use > 1,,True
84313,22131,362428934,I hope to receive my order within the time limit,j'espère recevoir ma commande dans le délai prévu ,10,NPS,Customer Effort Score,2021-11-22T16:13:36.000Z,2021-11-22,lundi,novembre,False,phone,Plomberie chauffage,False,,Samsung Internet 15.0,Production eau chaude sanitaire,French,FR,Besoin D'Habitat (FR),True,1,FALSE,20,"2684,27",oney3x,Android 9,SHOPBOT,False,11 - 20,2000 +,False,Delivery > Timeliness > 0,,False
84316,22134,362428599,damage that the shipping costs are so high,dommage que les frais de port soit aussi élevé,8,NPS,Customer Effort Score,2021-11-22T16:16:54.000Z,2021-11-22,lundi,novembre,False,desktop,Outillage,False,,Chrome 96.0.4664,Equipement de protection EPI,French,FR,FP Outillage (FR),False,1,FALSE,"13,99","27,93",mastercard,Windows 10,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,,True
84327,22145,362428120,rein to react ,rein a redire ,10,NPS,Customer Effort Score,2021-11-22T16:22:06.000Z,2021-11-22,lundi,novembre,False,desktop,Outillage,False,,Firefox 94.0,Matériel et aménagement de l'atelier,Italian,FR,LEM (FR),False,1,FALSE,"6,36","10,16",paypal,Windows 8.1,SHOPBOT,False,6 - 10,1 - 100,False,Other > Miscellaneous > 0,,False
84342,22160,362422830,Speed and agility,Rapidez y agilidad ,10,NPS,Customer Effort Score,2021-11-22T16:29:40.000Z,2021-11-22,lundi,novembre,False,desktop,Outillage,True,,Chrome 96.0.4664,Accessoire et consommables pour outillage électroportatif,Spanish,ES,Gestools (ES),False,1,FALSE,"6,5","40,84",paypal,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Delivery > Quality > 1,,False
84353,22171,362427952,Easy and Quick,Facile et Rapide,9,NPS,Customer Effort Score,2021-11-22T16:35:30.000Z,2021-11-22,lundi,novembre,False,desktop,Jardin piscine,False,,Firefox 95.0,"Portail, grillage et occultation",French,FR,ID Market (FR),False,1,FALSE,"17,9","92,87",paypal,Windows 10,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Online Experience > Ease of Use > 1,,False
84372,22190,362429282,Very easy for order and payment,Très facile pour la commande et le paiement,9,NPS,Customer Effort Score,2021-11-22T16:49:20.000Z,2021-11-22,lundi,novembre,False,desktop,Outillage,False,,Chrome 96.0.4664,Outillage électroportatif,French,FR,GetGoods (FR),True,1,FALSE,"5,95","63,03",visa,Windows 10,SEO-BRAND,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Payments > Payment Security > 1;Payments > Success of payment > 1,,False
84417,22235,362419312,for all these shipping costs otherwise the order would have been more important,"domage pour tout ces frais de port sinon la commande aurait ete plus importante
",8,NPS,Customer Effort Score,2021-11-22T17:06:44.000Z,2021-11-22,lundi,novembre,False,desktop,Plomberie chauffage,False,,Chrome 95.0.4638,Chauffage et climatisation,French,FR,Cayenne (FR),False,3,FALSE,"5,95","363,1",mastercard,Mac OS X 10.15.7,AFFILIATION,False,1 - 5,301 - 400,False,Delivery > Shipping Fees > -1,,True
84430,22248,362428401,possibility of relay point?,possibilité de point relais?,9,NPS,Customer Effort Score,2021-11-22T17:14:29.000Z,2021-11-22,lundi,novembre,False,desktop,Construction matériaux,False,,Chrome 95.0.4638,Menuiserie,French,FR,Provence Outillage (FR),True,1,FALSE,"10,18","74,17",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Drop-off point > 0,,False
84464,22282,362418923,cumulated shipping costs too high,frais de port cumulés trop élevés,9,NPS,Customer Effort Score,2021-11-22T17:27:52.000Z,2021-11-22,lundi,novembre,True,desktop,Outillage,False,,Firefox 94.0,Accessoire et consommables pour outillage électroportatif,French,FR,Mister materiaux (FR),False,4,FALSE,"19,51","86,23",visa,Mac OS X 10.14,SHOPBOT,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,,True
84472,22290,362419510,I had very quickly someone who informed me Site Very easy very convenient,"J’ai eu très vite quelqu’un qui m’a renseigné
Site Très facile très pratique",10,NPS,Customer Effort Score,2021-11-22T17:30:25.000Z,2021-11-22,lundi,novembre,False,desktop,"Salle de bain, WC",False,,Safari 14.1.2,WC et accessoire,French,FR,Livea (FR),False,1,FALSE,"29,9","169,8",mastercard,Mac OS X 10.15.6,EMAIL,False,20 - 50,151 - 200,True,Service > Convenience > 1;Online Experience > Ease of Use > 1;Support > Responsiveness > 1,,False
84477,22295,362419593,Many thanks to Samy who helped me pass this (small) order. Franck in Strasbourg,"Mille mercis à Samy qui m'a aidé à passer cette (petite) commande.

Franck à Strasbourg",9,NPS,Customer Effort Score,2021-11-22T17:31:25.000Z,2021-11-22,lundi,novembre,False,desktop,Plomberie chauffage,True,,Chrome 96.0.4664,Chauffage et climatisation,French,FR,Brico Concept (FR),False,1,FALSE,"3,5","35,69",visa,Windows 10,SEO-SEARCH,True,1 - 5,1 - 100,False,Support > Attitude of staff > 1,,False
84513,22331,362428092,I like this site very much for its variety of products and value for money..,J'aime beaucoup ce site pour sa variété de produits et le rapport qualité-prix..,10,NPS,Customer Effort Score,2021-11-22T17:48:51.000Z,2021-11-22,lundi,novembre,False,desktop,Animalerie,False,,Chrome 96.0.4664,Chien,French,FR,Mon animalerie (FR),False,1,FALSE,"4,99","17,78",visa,Windows 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Online Experience > Quality > 1;Product > Value for Money > 1;Product > Range > 1,,False
84519,22337,362417512,It's been easy and quick.,A sido fácil y rapido,7,NPS,Customer Effort Score,2021-11-22T17:50:01.000Z,2021-11-22,lundi,novembre,False,phone,Plomberie chauffage,False,,Google 186.1.410104828,"Plomberie, tube, raccord",Spanish,ES,Neoferr (ES),False,1,FALSE,"5,99","9,64",visa,iOS 14.8,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1,,False
84539,22357,362427809,Everything's fine.,tout va bien,9,NPS,Customer Effort Score,2021-11-22T18:01:38.000Z,2021-11-22,lundi,novembre,False,desktop,Electricité,True,,Edge 96.0.1054,Gaines et câbles électriques,French,FR,Elec'Opro (FR),False,4,FALSE,"17,7","110,22",visa,Windows 10,SHOPBOT,False,11 - 20,101 - 150,False,Service > General Satisfaction > 1,,False
84544,22362,362430164,Hello no special worries on your sit to order.good evening.,Bonjour pas de soucis particulier sur votre sit pour commander .bonne soiree.,10,NPS,Customer Effort Score,2021-11-22T18:03:43.000Z,2021-11-22,lundi,novembre,False,desktop,Outillage,False,,Chrome 95.0.4638,Outillage spécialisé,French,FR,Bati-Avenue (FR),False,1,FALSE,"9,59","30,57",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Order > Quality > 1,,False
84575,22393,362424686,Very easy and fast..,Très facile et rapide..,10,NPS,Customer Effort Score,2021-11-22T18:21:50.000Z,2021-11-22,lundi,novembre,False,phone,Jardin piscine,False,,Chrome Mobile 96.0.4664,"Portail, grillage et occultation",French,FR,ID Market (FR),True,1,FALSE,"22,7","182,66",visa,Android 11,AFFILIATION,False,20 - 50,151 - 200,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
84584,22402,362420632,Too good and easy,Trop bien et facile ,10,NPS,Customer Effort Score,2021-11-22T18:26:21.000Z,2021-11-22,lundi,novembre,False,phone,Plomberie chauffage,False,,Chrome Mobile 96.0.4664,"Plomberie, tube, raccord",French,FR,Centrocom (FR),False,1,FALSE,"5,9","12,41",paypal,Android 11,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Quality > 1;Online Experience > Ease of Use > 1;Product > Quality > 1,,False
84605,22423,362419801,"in view of the final price displayed, I would have liked to change the units ordered to see the impact on the delivery costs","au vue du prix final affiché, j'aurais souhaité changer les unités commandées pour voir l'impact sur les frais de livraison",9,NPS,Customer Effort Score,2021-11-22T18:45:16.000Z,2021-11-22,lundi,novembre,False,desktop,Plomberie chauffage,False,,Chrome 96.0.4664,Traitement de l'eau,French,FR,Ecoland's (FR),False,2,FALSE,"4,78","30,59",visa,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1;Product > Value for Money > -1,,True
84608,22426,362423445,I thought shipping costs were too expensive.,J’ai trouvé que les frais de port étaient trop chers,6,NPS,Customer Effort Score,2021-11-22T18:45:21.000Z,2021-11-22,lundi,novembre,False,desktop,Jardin piscine,False,J’ai manqué d’options pour me faire livrer,Chrome 95.0.4638,"Portail, grillage et occultation",French,FR,ID Market (FR),True,1,FALSE,"18,7","98,68",visa,Windows 10,SEM,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,Detractor '- Delivery Options,True
84609,22427,362428185,I had difficulty paying with the proposed means of payment.,J'ai eu des difficultés à payer avec les moyens de paiement proposés,0,NPS,Customer Effort Score,2021-11-22T18:46:03.000Z,2021-11-22,lundi,novembre,False,desktop,Mobilier d'intérieur,False,Je n’ai pas trouvé facilement les produits que je cherchais,Edge 95.0.1020,Meuble de salle à manger ,French,FR,PriceFactory (FR),False,3,FALSE,"49,9","916,9",mastercard,Windows 10,SEO-BRAND,False,20 - 50,801 - 1000,False,Payments > Success of payment > -1,Detractor '- Finding Products,False
84612,22430,362423192,The note suffit.,Non. La note suffit.,10,NPS,Customer Effort Score,2021-11-22T18:47:20.000Z,2021-11-22,lundi,novembre,False,desktop,Quincaillerie,False,,Safari 15.1,"Fixation technique : vis, boulons, clous",Italian,FR,Fobi (FR),True,1,FALSE,"5,9","11,42",visa,Mac OS X 10.15.7,SHOPBOT,False,1 - 5,1 - 100,False,Product > Quality > 1,,False
84617,22435,362429636,Clever thing to copy from Amazon x shipping,Cosa furba copiare da Amazon x la spedizione,9,NPS,Customer Effort Score,2021-11-22T18:52:05.000Z,2021-11-22,lundi,novembre,False,phone,"Salle de bain, WC",False,,Chrome Mobile 95.0.4638,Accessoire de salle de bain,Italian,IT,Desineo (IT),True,1,FALSE,"9,9","28,8",visa,Android 11,SHOPBOT,False,6 - 10,1 - 100,False,Company / Brand > Competitor > 1;Delivery > Shipping Fees > 1,,True
84633,22451,362417355,simple fast given to everyone,simple rapide donné à tout le monde,10,NPS,Customer Effort Score,2021-11-22T19:04:19.000Z,2021-11-22,lundi,novembre,False,desktop,Quincaillerie,False,,Chrome 96.0.4664,Sécurité et serrurerie,French,FR,Jb Protect (FR),False,1,FALSE,"4,9","37,2",paypal,Windows 10,EMAIL,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
84636,22454,362418335,Top of the range,Top di gamma,10,NPS,Customer Effort Score,2021-11-22T19:06:37.000Z,2021-11-22,lundi,novembre,False,phone,Luminaire,False,,Chrome Mobile 94.0.4606,Eclairage d'extérieur,Italian,IT,ShoppingInRete24 (IT),False,1,FALSE,"5,9","20,89",mastercard,Android 11,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
84637,22455,362429729,This is the first time I've been in charge of manomano. I am satisfied with this first transaction. I wait to receive if the product ordered matches my expectation.,C'est la première fois que je commande chez manomano. Je suis satisfaite de cette première transaction. j'attends de recevoir si le produit commandé correspond à mon attente.,9,NPS,Customer Effort Score,2021-11-22T19:06:47.000Z,2021-11-22,lundi,novembre,False,desktop,Mobilier d'intérieur,False,,Chrome 94.0.4606,Meuble de salle à manger ,French,FR,Les Tendances (FR),True,1,FALSE,"33,74","551,24",visa,Chrome OS 14150.74.0,SHOPBOT,False,20 - 50,501 - 600,False,Service > General Satisfaction > 1;Product > Expectation > 1,,False
